Complexity,Loss,Equation
1,0.2002936,"0.6468356"
4,0.089581445,"exp(-0.12670234 * t)"
5,0.036174677,"(-3.1464076 / (-1.7301829 - t))"
7,0.033928584,"((-2.0916667 / (-1.2030705 - t)) + 0.14131956)"
9,0.028560229,"(exp(-0.12676516 * t) + exp(-2.7157023 * t))"
