Complexity,Loss,Equation
1,0.19584739,"-0.25187057"
3,0.1281718,"(T * -0.20232804)"
5,0.08606432,"(T / (-9.772303 + H))"
7,0.06724916,"(T / ((-11.238572 / H) - B))"
9,0.057627454,"(T / (((T / -0.3825167) / H) - B))"
11,0.049807776,"(((-0.3885825 * H) * T) / (T + (B / 0.4348877)))"
13,0.049715076,"((((-0.35702667 * H) / (T + (B / 0.40650412))) + -0.022369763) * T)"
15,0.049382973,"((((-0.35702667 * H) / ((T + (B / 0.40650412)) + -0.125928)) + -0.022056088) * T)"
17,0.049218025,"(((-0.37680396 * T) * H) / ((B + (H + T)) + (H / (-0.96412826 - B))))"
19,0.04099367,"(((-0.3885825 * H) * T) / (T + ((B / 0.4348877) - (0.035699192 / ((H / -1.2806671) + T)))))"
21,0.03990156,"(((-0.3885825 * H) * T) / (T + (((B / 0.4348877) - 0.269032) - (0.035699192 / ((H / -1.2806671) + T)))))"
23,0.037309155,"(((-0.3806054 * H) * T) / (T + ((B / 0.4348877) + ((0.035699192 * 0.47151896) / (((H - T) - 1.5414548) * -0.12620193)))))"
25,0.03454578,"(((-0.3806054 * H) * T) / (T + ((B / 0.445097) + ((0.035699192 * 0.47151896) / ((((H - T) - 1.5414548) * -0.12620193) + B)))))"
