Complexity,Loss,Equation
1,0.69464463,"1.4516438 + t*0"
5,0.16262275,"((-0.23635434 * t) + 2.633449)"
6,0.08000579,"(exp(t * -0.19077559) / 0.31773633)"
8,0.06354931,"(exp((-0.32698047 * t) + 1.035802) + 0.56657153)"
9,0.06327793,"(exp(0.32677203 * (exp(1.1381948) - t)) + 0.59042776)"
