Complexity,Loss,Equation
1,0.13081288,"-0.25198662"
3,0.08668236,"(-0.16189541 * T)"
5,0.06280517,"((-0.047645334 * H) * T)"
7,0.060692396,"(((-0.043200105 * H) * T) - 0.057074387)"
9,0.040918693,"((-0.26786068 * (T * H)) / (T + B))"
11,0.03778834,"((-0.3130567 * (T * H)) / (T + (B / 0.61876434)))"
13,0.035019495,"((-0.29175326 * T) / ((T / H) + (B / (T - -0.83921117))))"
15,0.03325715,"((-0.2186463 * (T - -1.2076174)) / ((T / H) + (B / (T + 0.00060288934))))"
17,0.031969503,"((0.099169984 - T) / (((((T * T) * 0.604025) + (B / 0.20737204)) / H) + 0.604025))"
19,0.03189975,"(((0.099169984 * 0.604025) - T) / (((((T * T) * 0.604025) + (B / 0.20737204)) / H) + 0.6523454))"
21,0.03131471,"((0.022389174 - T) / (((((T * (T - B)) * 0.604025) + ((B / 0.20737204) + B)) / H) + 0.70840055))"
23,0.030904857,"((0.022389174 - T) / ((((((T - B) * (T - 0.5512224)) * 0.604025) + (B / 0.20737204)) / (H * 0.7835287)) + 0.70840055))"
25,0.019754332,"((0.04197807 - T) / ((((T * T) + ((H + (B * -1.5639324)) / ((T + 0.8312897) - B))) + (B / 0.21871714)) / H))"
