Complexity,Loss,Equation
1,0.7821031,"4.5160036"
5,0.09025071,"((0.26952684 * t) + 3.1683698)"
7,0.07235191,"(5.4439073 / exp(exp(-0.47068027 * t)))"
8,0.02925525,"(5.4437857 - exp((-0.32330748 * t) - -1.0980101))"
9,0.028403198,"(5.580656 / exp(exp((-0.32840344 * t) + -0.28359997)))"
