Complexity,Loss,Equation
1,38.491008248414694,"4.460092051844504"
5,4.415082967826134,"(6.902076270472458 - (0.4883968437283744 * t))"
6,1.5635409472847381,"(7.546392429467984 / exp(0.11925918907715413 * t))"
7,0.45539534934032616,"(7.546392429467984 / (0.9430955914685175 + (0.1894087631007391 * t)))"
8,0.40745404264121876,"(exp(1.7424095786960514 + (-0.26028014337383765 * t)) + 2.321859103784817)"
9,0.3920378038241069,"(exp(1.7424095786960514 + (-0.26028014337383765 * t)) + exp(0.8560810177119956))"
