Complexity,Loss,Equation
1,43.953341370242065,"-0.3847467247369584"
3,16.973076580908586,"(-0.11831735940709626 * A)"
5,15.916923776195214,"(0.11667520716296102 - (0.14117219818094537 * A))"
7,10.640808599580414,"(-0.16487172613363707 * (A + (-0.3706526334154019 * B)))"
9,9.819669822474067,"((0.08120511018431646 * B) - (0.13931762717021628 - (A * -0.152890159913244)))"
13,8.866311442703187,"(-0.8503103132344787 / (0.6257812587384797 + ((((B * B) + 2.5768171003017035) / A) / A)))"
15,8.202494459103104,"((-1.0292941784985035 / (0.627743125065313 + (((B / A) - -1.335806005668292) / A))) - (-0.07807682379422591 * B))"
17,7.885605437172181,"((-1.0026394514316708 / (0.6120623682940589 + ((((B + B) + A) / A) / A))) - (-0.056368608943594765 * B))"
