Complexity,Loss,Equation
1,11.740880151333773,"2.4583991390628466"
5,1.7993559531102408,"(3.7774013129363935 - (0.26380043477528875 * t))"
6,0.8977965209714145,"exp((-0.11766820076861237 * t) + 1.4188595548357827)"
7,0.4660432689773191,"exp(exp(-0.13069277739217822 * t) / 0.6709814048357963)"
9,0.45689636517119225,"(exp(exp(-0.1532169639194803 * t) / 0.735208527822099) * 1.1483607266256401)"
