Complexity,Loss,Equation
1,57.933099897197565,"6.036134309013823"
3,28.019391247956268,"(11.036134308789146 - t)"
5,5.696007419275746,"(9.05962421022297 - (t * 0.6046979802724463))"
6,1.8570011495992458,"exp((-0.10785337342375681 * t) + 2.2796552995833386)"
7,1.3595417726734713,"exp(exp(-0.2139119597376136 * t) + 1.3444511273442568)"
8,0.5079398741853837,"exp(exp(exp(-0.09806539042288291 * (t + 1.5634931420391518))))"
9,0.26916490348234273,"(10.159805421828906 - (((-0.07108863213459093 * t) + 1.3155843016181705) * t))"
