Complexity,Loss,Equation
1,43.26474015688117,"-0.40518568751867123"
3,17.06183699738571,"(-0.11929673438656052 * A)"
5,15.80966572243584,"(0.1363549419912222 - (0.14568539068355899 * A))"
7,10.359270494768618,"(-0.1673059873217515 * (A + (-0.3773086687509914 * B)))"
9,9.409973674257385,"(((0.08645944910975736 * B) - (0.15284617065365086 * A)) - 0.16641223479580616)"
11,8.701493909585134,"(-1.5999720892053475 / ((A + 2.610753178186173) / (A + (B * -0.40518568825880646))))"
13,7.692380960966854,"(-1.1995202662489868 / (((A + 2.4317324755581717) / (A + (B * -0.42154129050696204))) + -0.44278385188322195))"
15,7.5924042852627,"(-1.16469713464297 / (((A + 1.7838492383064584) / (A + ((B - 0.3361963716478738) * -0.4678337396130131))) + -0.3266286139055094))"
17,7.55815293021778,"(-1.16469713464297 / (((A + 1.8050891207559294) / (A + ((B - 0.3361963716478738) * -0.4678337396130131))) + (-0.02877728661385202 + -0.3266286139055094)))"
