Complexity,Loss,Equation
1,28.779960647437303,"0.44350406789164504"
3,10.303996249081443,"(A * 0.11763567082830567)"
5,6.549954694630275,"(A / (5.206019741451457 + B))"
7,5.75147893664343,"(0.5905123660478969 / (0.31819983435527416 + (B / A)))"
9,3.8901794824693576,"(((A * 2.128804042700214) / (A + B)) - 0.5694125925184529)"
11,3.648835346325817,"(((A * 2.203159485564622) / (B + (A - -0.4512354314176392))) + -0.5389979752069975)"
13,3.6192298760634927,"((((A + 0.15742204043668603) * 2.246441975234376) / ((A + 0.6863349584135656) + B)) - 0.5814771756582995)"
15,3.4524693198615473,"((((A + ((0.10588134900566533 / A) + -0.24075348772644584)) * 2.203159485564622) / (A + B)) - 0.5389979752029067)"
17,3.4043173158135067,"(((((A + ((0.07340432728691011 * 1.3727669790668477) / A)) - 0.26210887703771596) * 2.203159485564622) / (A + B)) - 0.5389979752029067)"
