Complexity,Loss,Equation
1,3.4236312,"6.296906"
3,2.7770693,"(t - -1.296884)"
5,0.7084246,"(3.627223 + (0.5339372 * t))"
7,0.17909881,"exp(2.0603414 - exp(t / -2.2635956))"
8,0.056175314,"exp(3.0601468 - exp(exp(-0.5047972 * t)))"
9,0.053306382,"exp(2.0548158 - exp(-0.58007747 * (t - 0.6026248)))"
