Complexity,Loss,Equation
1,1.9900931,"1.440452"
4,0.8054343,"exp(1.8078116 - t)"
5,0.10751786,"(6.287641 / (1.1749647 + t))"
6,0.038611375,"exp(1.5941755 - (t / 2.7841775))"
7,0.03861137,"exp(1.5941367 - (t / exp(1.0239245)))"
8,0.03557294,"(exp(1.5786636 - (t * 0.3913014)) - -0.14547126)"
9,0.035421498,"(exp(1.5786726 - (exp(-0.9266565) * t)) + 0.14680189)"
